cefr_level,category,lemma,term,translation,article,aliases
C2,nouns,Polizeiwage,die Polizeiwage,police car,die,
C2,verbs,postieren,postieren,posted,,
C2,nouns,Prenzlau,der Prenzlau,Prenzlau,der,
C2,nouns,Prävalenz,der Prävalenz,prevalence,der,
C2,nouns,Quarks,der Quarks,quarks,der,
C2,nouns,Quellwasse,die Quellwasse,spring water,die,
C2,nouns,Radial,der Radial,radial,der,
C2,nouns,Rasierklingen,der Rasierklingen,razor blades,der,
C2,nouns,Rationalismus,der Rationalismus,rationalism,der,
C2,nouns,Rattenfäng,der Rattenfäng,rat catcher,der,
C2,nouns,Rechtsauffassung,die Rechtsauffassung,legal conception,die,
C2,nouns,Rechtsbeistand,der Rechtsbeistand,barrister at law,der,
C2,adverbs,rechtwinklig,rechtwinklig,right-angled,,
C2,adverbs,regungslos,regungslos,motionless,,
C2,verbs,restauriern,restauriern,restored,,
C2,verbs,rezipieren,rezipieren,received,,
C2,nouns,Rillen,der Rillen,glyphs,der,
C2,nouns,Risikofaktor,der Risikofaktor,risk factor,der,
C2,nouns,Rollläden,der Rollläden,shutters,der,
C2,verbs,rüttelen,rüttelen,jiggles,,
C2,nouns,Sachleistungen,der Sachleistungen,supplies,der,
C2,nouns,Salafismus,der Salafismus,Salafism,der,
C2,nouns,Sambia,der Sambia,Zambia,der,
C2,nouns,Sansibar,der Sansibar,Zanzibar,der,
C2,nouns,Satin,der Satin,satin,der,
C2,nouns,Schallschutz,der Schallschutz,noise control,der,
C2,nouns,Schlagkraft,der Schlagkraft,teeth,der,
C2,verbs,schleifen,schleifen,sharpens,,
C2,nouns,Schlichtung,die Schlichtung,settlement,die,
C2,nouns,Schlieren,der Schlieren,streaks,der,
C2,nouns,Schlächter,der Schlächter,slayer,der,
C2,nouns,Schmier,der Schmier,mess,der,
C2,nouns,Schmusen,der Schmusen,fondling,der,
C2,nouns,Schreinerei,der Schreinerei,carpentry,der,
C2,nouns,Schriftstücken,der Schriftstücken,pieces of writing,der,
C2,nouns,Schulbeginn,der Schulbeginn,return to school,der,
C2,nouns,Schuldzuweisunge,die Schuldzuweisunge,finger-pointing,die,
C2,nouns,Schulgeländ,der Schulgeländ,school compound,der,
C2,adverbs,schwindlig,schwindlig,dizzy,,
C2,nouns,Schüchternheit,die Schüchternheit,shyness,die,
C2,nouns,Seepferdchen,das Seepferdchen,sea horse,das,
C2,nouns,Segelboot,der Segelboot,sailing boat,der,
C2,nouns,Sehkraft,der Sehkraft,eyesight,der,
C2,nouns,Selbstwahrnehmung,die Selbstwahrnehmung,self-perception,die,
C2,nouns,Sicherungsverwahrung,die Sicherungsverwahrung,preventive detention,die,
C2,nouns,Sommerreifen,der Sommerreifen,standard tyre,der,
C2,nouns,Sonar,der Sonar,sonar set,der,
C2,nouns,Sonderstatus,der Sonderstatus,special status,der,
C2,nouns,Sperrungen,der Sperrungen,detents,der,
C2,nouns,Spielkarten,der Spielkarten,playing cards,der,
C2,nouns,Sprunggelenk,der Sprunggelenk,ankle joint,der,
C2,nouns,Stadtsparkasse,die Stadtsparkasse,municipal savings bank,die,
C2,nouns,Steward,der Steward,flight steward,der,
C2,verbs,strippen,strippen,strip,,
C2,nouns,Stromschelgan,der Stromschelgan,electric shock,der,
C2,nouns,Stuben,der Stuben,living-rooms,der,
C2,nouns,Stuen,der Stuen,mares,der,
C2,nouns,Styropor,der Styropor,extruded polystyrene foam,der,
C2,nouns,Ständchen,das Ständchen,serenade,das,
C2,nouns,Süditalien,der Süditalien,Southern Italy,der,
C2,nouns,Testfahrt,der Testfahrt,test drives,der,
C2,adverbs,therapeutisch,therapeutisch,therapeutic,,
C2,nouns,Tiefsee,die Tiefsee,deep sea,die,
C2,nouns,Tochterfirma,das Tochterfirma,subsidiary company,das,
C2,nouns,Todesstoss,der Todesstoss,death blow,der,
C2,nouns,Tratsch,der Tratsch,gossip,der,
C2,nouns,Trommelwirbel,der Trommelwirbel,drum roll,der,
C2,nouns,Trübsal,der Trübsal,grief,der,
C2,nouns,Tschick,der Tschick,cig,der,
C2,adverbs,turbulent,turbulent,turbulent,,
C2,nouns,Tüpfelchen,das Tüpfelchen,tiny dot,das,
C2,nouns,Türkin,der Türkin,Turk,der,
C2,nouns,Umbaumassnahmen,der Umbaumassnahmen,reconstruction measures,der,
C2,nouns,Umbrüch,der Umbrüch,upheavals,der,
C2,verbs,umrissen,umrissen,adumbrated,,
C2,nouns,Unfreiheit,die Unfreiheit,bondage,die,
C2,adverbs,ungeniessbar,ungeniessbar,uneatable,,
C2,verbs,ungezwungen,ungezwungen,without constraint,,
C2,adverbs,unparteiisch,unparteiisch,impartial,,
C2,nouns,Unterernährung,die Unterernährung,undernutrition,die,
C2,adverbs,unterschwellig,unterschwellig,underlying,,
C2,adverbs,unzugänglich,unzugänglich,remote,,
C2,nouns,Urologie,die Urologie,urology,die,
C2,verbs,vereinnahmen,vereinnahmen,monopolized,,
C2,nouns,Verjährungsfrisen,der Verjährungsfrisen,statutory period of limitation,der,
C2,nouns,Verkehrswesen,der Verkehrswesen,communications,der,
C2,verbs,verrotten,verrotten,rot,,
C2,verbs,vibrieren,vibrieren,vibrate,,
C2,nouns,Virtuosität,die Virtuosität,virtuosity,die,
C2,nouns,Vogelperspektiven,der Vogelperspektiven,bird's-eye view,der,
C2,nouns,Vogelscheuch,der Vogelscheuch,scarecrow,der,
C2,verbs,vorgelegen,vorgelegen,been available,,
C2,nouns,Wachstumsraen,der Wachstumsraen,growth rates,der,
C2,nouns,Wahlabend,der Wahlabend,election night,der,
C2,nouns,Walnuss,der Walnuss,walnut,der,
C2,nouns,Wasserbad,der Wasserbad,bain-marie,der,
C2,nouns,Wasserflasch,der Wasserflasch,water bottle,der,
C2,verbs,weggelaufen,weggelaufen,drifted,,
C2,adverbs,weltberühmt,weltberühmt,world-famous,,
C2,nouns,Weltstadt,der Weltstadt,metropolis,der,
C2,nouns,Weltverband,der Weltverband,world organisation,der,
C2,nouns,Windenergieanlagen,der Windenergieanlagen,wind power plants,der,
C2,adjectives,würzig,würzig,aromatic,,
C2,nouns,Zahnbürsen,der Zahnbürsen,toothbrushes,der,
C2,nouns,Zechen,das Zechen,mines,das,
C2,verbs,zerschneiden,zerschneiden,lacerate,,
C2,nouns,Zugbegleit,der Zugbegleit,timetable leaflet,der,
C2,nouns,Ägäis,der Ägäis,Aegean Sea,der,
C2,nouns,Ärzteschaft,die Ärzteschaft,medical profession,die,
C2,nouns,Überbau,der Überbau,superstructure,der,
C2,verbs,überfüllen,überfüllen,overcrowded,,
C2,nouns,Abendkasse,die Abendkasse,evening box office,die,
C2,nouns,Abfertigung,die Abfertigung,check-in,die,
C2,verbs,abschlachten,abschlachten,butchered,,
C2,nouns,Abklärung,die Abklärung,diagnostic assessment,die,
C2,adverbs,abnormal,abnormal,aberrant,,
C2,nouns,Adressat,der Adressat,addressee,der,
C2,nouns,Ahnungslosigkeit,die Ahnungslosigkeit,cluelessness,die,
C2,nouns,Akquise,die Akquise,acquisition,die,
C2,nouns,Albuquerque,die Albuquerque,Albuquerque,die,
C2,nouns,Alligator,der Alligator,alligator,der,
C2,nouns,Altersstruktur,die Altersstruktur,age structure,die,
C2,nouns,Altmeist,der Altmeist,ex-champion,der,
C2,nouns,Aminosäure,die Aminosäure,amino acid,die,
C2,nouns,Anbaufläch,der Anbaufläch,agricultural production land,der,
C2,verbs,angenähert,angenähert,approximated,,
C2,verbs,angeschwollen,angeschwollen,swollen,,
C2,nouns,Anlieg,der Anlieg,neighbo(u)ring resident,der,
C2,nouns,Anläufen,der Anläufen,runways,der,
C2,nouns,Antagonist,der Antagonist,antagonists,der,
C2,nouns,Antillen,der Antillen,Antilles,der,
C2,verbs,anzweifeln,anzweifeln,doubt,,
C2,nouns,Aquarie,die Aquarie,aquaria,die,
C2,nouns,Arbeitskleidung,die Arbeitskleidung,workwear,die,
C2,nouns,Arbeitsweg,der Arbeitsweg,way to work,der,
C2,nouns,Arzneien,der Arzneien,drugs,der,
C2,verbs,asphaltiert,asphaltiert,asphalted,,
C2,verbs,aufgesprung,aufgesprung,broken open,,
C2,verbs,auftischen,auftischen,dished up,,
C2,nouns,Aufräumarbein,der Aufräumarbein,cleanup efforts,der,
C2,adverbs,aufsteigend,aufsteigend,anabatic,,
C2,nouns,Ausbildungsbetrieb,der Ausbildungsbetrieb,company that takes on trainees,der,
C2,nouns,Ausfahrten,der Ausfahrten,exits,der,
C2,verbs,ausgemusteren,ausgemusteren,rejected as unfit,,
C2,verbs,ausgerollt,ausgerollt,unwound,,
C2,verbs,ausgewachsen,ausgewachsen,mature,,
C2,nouns,Auslandsaufenthalt,der Auslandsaufenthalt,stay abroad,der,
C2,nouns,Aussenanlagen,der Aussenanlagen,outside facilities,der,
C2,verbs,austricksen,austricksen,outwit sb.,,
C2,nouns,Autobahnkreuz,der Autobahnkreuz,motorway intersection,der,
C2,nouns,Autohändl,der Autohändl,car dealership,der,
C2,nouns,Automatikgetriebe,die Automatikgetriebe,automatic transmission,die,
C2,nouns,Automatisierungstechnik,die Automatisierungstechnik,automation,die,
C2,nouns,Avis,der Avis,advice,der,
C2,nouns,Azteken,der Azteken,Aztecs,der,
C2,nouns,Backpulv,der Backpulv,baking powder,der,
C2,nouns,Backstein,der Backstein,clinker,der,
C2,nouns,Bankwese,die Bankwese,banking,die,
C2,nouns,Bauchmuskeln,der Bauchmuskeln,abdominal muscles,der,
C2,nouns,Bauleitung,die Bauleitung,management/supervision/direction of works,die,
C2,adverbs,bedrückend,bedrückend,pinching,,
C2,verbs,beipflicht,beipflicht,endorse sth.,,
C2,nouns,Beitrittsverhandlungen,der Beitrittsverhandlungen,accession negotiations,der,
C2,verbs,belauschen,belauschen,eavesdropped,,
C2,nouns,Benelux,der Benelux,Benelux,der,
C2,nouns,Bereitschaftsdienst,der Bereitschaftsdienst,stand-by duty,der,
C2,nouns,Beschwerdeführer,der Beschwerdeführer,appellant,der,
C2,nouns,Beweislagen,der Beweislagen,strength of (a) case,der,
C2,adverbs,billigend,billigend,countenancing,,
C2,nouns,Bindestrich,der Bindestrich,hyphen,der,
C2,nouns,Bisexuelle,die Bisexuelle,bisexual,die,
C2,nouns,Blutspend,der Blutspend,blood donation,der,
C2,nouns,Boxershort,der Boxershort,boxer shorts,der,
C2,nouns,Braunfels,der Braunfels,Braunfels,der,
C2,nouns,Brüstung,die Brüstung,parapet wall,die,
C2,nouns,Buchdruckerei,der Buchdruckerei,printing office,der,
C2,adverbs,bulgarisch,bulgarisch,Bulgarian,,
C2,nouns,Cali,der Cali,Cali,der,
C2,adverbs,charakterlich,charakterlich,character,,
C2,nouns,Dechant,der Dechant,dean,der,
C2,adverbs,diametral,diametral,diametral,,
C2,nouns,Digitalkamera,der Digitalkamera,digital camera,der,
C2,nouns,Dionysos,der Dionysos,Dionysus,der,
C2,nouns,Doppelleben,der Doppelleben,double life,der,
C2,nouns,Durchfallen,der Durchfallen,failing the exam,der,
C2,nouns,Eingebung,die Eingebung,intuition,die,
C2,nouns,Eingeweihte,die Eingeweihte,insiders,die,
C2,verbs,einkehren,einkehren,stop off,,
C2,verbs,einstudieren,einstudieren,rehearsed,,
C2,nouns,Einwirkungen,der Einwirkungen,impacts,der,
C2,nouns,Emulator,der Emulator,emulator,der,
C2,nouns,Endgeraten,der Endgeraten,terminal,der,
C2,nouns,Epizentrum,das Epizentrum,epicentre,das,
C2,verbs,erhärten,erhärten,substantiated,,
C2,verbs,ernstnehmen,ernstnehmen,take sb./sth. seriously,,
C2,verbs,ertränken,ertränken,drown,,
C2,nouns,Erwartungswern,der Erwartungswern,expected value,der,
C2,adverbs,essenziell,essenziell,essential,,
C2,nouns,Euphemismus,der Euphemismus,euphemism,der,
C2,nouns,Exoten,der Exoten,exotic birds,der,
C2,nouns,Fachkompetenz,der Fachkompetenz,hard skills,der,
C2,nouns,Fachmagazin,der Fachmagazin,professional journal,der,
C2,nouns,Fachschaft,die Fachschaft,professional association,die,
C2,nouns,Fahrspuren,der Fahrspuren,traffic lanes,der,
C2,nouns,Falafel,der Falafel,falafel,der,
C2,nouns,Fallstudie,die Fallstudie,case study,die,
C2,nouns,Familiendrama,das Familiendrama,family drama,das,
C2,nouns,Farbigkeit,die Farbigkeit,colour intensity,die,
C2,nouns,Fassbinder,der Fassbinder,cooper,der,
C2,nouns,Feierstund,der Feierstund,ceremony,der,
C2,nouns,Fensterbank,der Fensterbank,window seat,der,
C2,nouns,Ferienlag,der Ferienlag,holiday camp,der,
C2,nouns,Fessel,der Fessel,fetter,der,
C2,adverbs,fesselnd,fesselnd,handcuffing,,
C2,nouns,Festspielhaus,der Festspielhaus,festival hall,der,
C2,verbs,feststehen,feststehen,stand firm,,
C2,nouns,Feuerwehreinsatz,der Feuerwehreinsatz,fire brigade emergency response,der,
C2,nouns,Filet,der Filet,fillet,der,
C2,nouns,Finanzausschuss,der Finanzausschuss,Finance Committee,der,
C2,nouns,Flammenwerf,der Flammenwerf,flamethrower,der,
C2,nouns,Flipper,der Flipper,pinball,der,
C2,nouns,Fock,der Fock,fore sail,der,
C2,nouns,Fondue,die Fondue,fondue,die,
C2,nouns,Fremdenhass,der Fremdenhass,hatred of foreigners,der,
C2,nouns,Führungsposition,die Führungsposition,executive position,die,
C2,verbs,fünfhunderen,fünfhunderen,five hundred,,
C2,nouns,Fürsprach,der Fürsprach,advocacy,der,
C2,adverbs,ganztägig,ganztägig,all-day,,
C2,nouns,Gauleiter,der Gauleiter,gauleiter,der,
C2,nouns,Bietskörperschaften,der Bietskörperschaften,territorial authorities,der,
C2,nouns,Gefolgsleuter,der Gefolgsleuter,followers,der,
C2,nouns,Gegentreffer,der Gegentreffer,goal against,der,
C2,nouns,Gegenvorschlag,der Gegenvorschlag,counter-proposal,der,
C2,nouns,Generaldirektion,die Generaldirektion,Directorates-General,die,
C2,nouns,Generalstabschef,der Generalstabschef,Chief of the General Staff,der,
C2,nouns,Generika,der Generika,generic drugs,der,
C2,nouns,Gestaltungsmöglichkeien,der Gestaltungsmöglichkeien,creative possibilities,der,
C2,nouns,Tränkemarken,der Tränkemarken,drinks cash-and-carry,der,
C2,nouns,Gewaltherrschaft,die Gewaltherrschaft,dictatorship,die,
C2,nouns,Geweih,der Geweih,horns,der,
C2,nouns,Gewerbebetrieben,der Gewerbebetrieben,business enterprises,der,
C2,nouns,Glaskugel,der Glaskugel,glass globe,der,
C2,nouns,Gleichaltrig,der Gleichaltrig,coeval,der,
C2,nouns,Grossprojekt,der Grossprojekt,major project,der,
C2,nouns,Grundproblem,der Grundproblem,basic problem,der,
C2,nouns,Grünzeug,der Grünzeug,leafy vegetables,der,
C2,nouns,Göttinn,der Göttinn,goddesses,der,
C2,adverbs,haarig,haarig,hairy,,
C2,adverbs,haarscharf,haarscharf,very precise,,
C2,verbs,herauslesen,herauslesen,read out,,
C2,verbs,heruntergekommen,heruntergekommen,faded,,
C2,nouns,Heuschnupfen,der Heuschnupfen,hay fever,der,
C2,nouns,Historismus,der Historismus,historicism,der,
C2,nouns,Hochbegaben,der Hochbegaben,highly gifted children,der,
C2,adverbs,hochkant,hochkant,on end,,
C2,nouns,Hornung,die Hornung,February,die,
C2,nouns,Huldigung,die Huldigung,obeisance,die,
C2,nouns,Idaho,der Idaho,Idaho,der,
C2,nouns,Ikonographie,die Ikonographie,iconography,die,
C2,nouns,Impression,der Impression,impression,der,
C2,nouns,Impressionismus,der Impressionismus,impressionism,der,
C2,nouns,Intranen,der Intranen,intranet,der,
C2,nouns,Jackett,der Jackett,jacket,der,
C2,nouns,Jockey,der Jockey,jockey,der,
C2,nouns,Jubiläen,der Jubiläen,anniversaries,der,
C2,nouns,Jungfer,der Jungfer,spinster,der,
C2,nouns,Jünglinge,die Jünglinge,youths,die,
C2,nouns,Kaiserstuhl,der Kaiserstuhl,Kaiserstuhl,der,
C2,nouns,Kantersieg,der Kantersieg,runaway victory,der,
C2,nouns,Karabiner,der Karabiner,short-barrel rifle,der,
C2,nouns,Kastenwagen,der Kastenwagen,panel van,der,
C2,nouns,Klassenlehrerin,der Klassenlehrerin,class teacher,der,
C2,nouns,Kleinbus,der Kleinbus,compact van,der,
C2,nouns,Kondensatoren,der Kondensatoren,capacitors,der,
C2,nouns,Konfliktlösung,die Konfliktlösung,conflict resolution,die,
C2,nouns,Konsistent,der Konsistent,consistent,der,
C2,nouns,Koordinatensystem,der Koordinatensystem,coordinate system,der,
C2,adverbs,kraftlos,kraftlos,anaemic,,
C2,nouns,Krypta,der Krypta,undercroft,der,
C2,nouns,Kunstmarken,der Kunstmarken,art market,der,
C2,nouns,Ladenbesitz,der Ladenbesitz,shopkeeper,der,
C2,nouns,Lageplan,der Lageplan,site plan,der,
C2,nouns,Landflucht,der Landflucht,rural flight,der,
C2,nouns,Lanzarote,die Lanzarote,Lanzarote,die,
C2,adverbs,lauscht,lauscht,listens,,
C2,nouns,Lebensphase,die Lebensphase,phase of life,die,
C2,verbs,lenzen,lenzen,bail,,
C2,adverbs,lustvoll,lustvoll,prurient,,
C2,nouns,Lärmschutz,der Lärmschutz,noise protection,der,
C2,adverbs,magnetisch,magnetisch,magnetic,,
C2,nouns,Marktkapitalisierung,die Marktkapitalisierung,market capitalisation,die,
C2,nouns,Mauser,der Mauser,moult,der,
C2,nouns,Messergebnisse,die Messergebnisse,measurement results,die,
C2,nouns,Mindestanforderung,die Mindestanforderung,minimum requirements,die,
C2,nouns,Mindestsicherung,die Mindestsicherung,minimum livelihood guarantee scheme,die,
C2,nouns,Missstand,der Missstand,abuse,der,
C2,nouns,Mitbringsel,der Mitbringsel,souvenir,der,
C2,adverbs,mitreissend,mitreissend,zestful,,
C2,nouns,Moratorium,das Moratorium,moratorium,das,
C2,nouns,Musikstück,der Musikstück,piece of music,der,
C2,nouns,Mähdresch,der Mähdresch,harvester-thresher,der,
C2,nouns,Mörderin,der Mörderin,murderer,der,
C2,verbs,nachlade,nachlade,recharge sth.,,
C2,nouns,Nachrichtensend,der Nachrichtensend,news channel,der,
C2,adverbs,nachsichtig,nachsichtig,clement,,
C2,nouns,Nachsitz,der Nachsitz,detention,der,
C2,nouns,Nachsorge,die Nachsorge,aftercare,die,
C2,nouns,Nationaltheater,der Nationaltheater,national theatre,der,
C2,verbs,negieren,negieren,negated,,
C2,nouns,Neubewertung,die Neubewertung,revaluation,die,
C2,nouns,Neuner,der Neuner,nine,der,
C2,nouns,Niederer,der Niederer,nether,der,
C2,verbs,niedergestoch,niedergestoch,knifed,,
C2,nouns,Oasen,der Oasen,oases,der,
C2,nouns,Obdachlosigkeit,die Obdachlosigkeit,homelessness,die,
C2,nouns,Obergericht,der Obergericht,regional court,der,
C2,nouns,Oberlippe,die Oberlippe,upper lip,die,
C2,nouns,Oxidation,die Oxidation,decarburization,die,
C2,nouns,Pantoffel,der Pantoffel,slippers,der,
C2,nouns,Paragrafen,der Paragrafen,sections,der,
C2,nouns,Partikeln,der Partikeln,grammar particles,der,
C2,adverbs,pathetisch,pathetisch,declamatory,,
C2,verbs,pensionieren,pensionieren,retired,,
C2,nouns,Personalmanagement,das Personalmanagement,human resource management,das,
C2,nouns,Pflanzung,die Pflanzung,planting,die,
C2,nouns,Phantombild,der Phantombild,identikit picture,der,
C2,nouns,Planken,der Planken,boards,der,
C2,nouns,Presseberichen,das Presseberichen,press report,das,
C2,nouns,Produktionsprozess,der Produktionsprozess,production process,der,
C2,verbs,profilieren,profilieren,striking,,
C2,nouns,Prärie,die Prärie,prairie,die,
C2,nouns,Prüfverfahren,der Prüfverfahren,examination procedure,der,
C2,nouns,Putschist,der Putschist,putschists,der,
C2,nouns,Queu,der Queu,cue,der,
C2,nouns,Radiosendung,die Radiosendung,radio broadcast,die,
C2,nouns,Ramen,der Ramen,ramen,der,
C2,nouns,Raunen,der Raunen,murmur,der,
C2,nouns,Reaktionär,der Reaktionär,reactionary,der,
C2,nouns,Rechtshänd,der Rechtshänd,right-hander,der,
C2,nouns,Regierungsgebäude,die Regierungsgebäude,government building,die,
C2,nouns,Regierungssprech,der Regierungssprech,government spokesman,der,
C2,nouns,Reifeprüfung,die Reifeprüfung,school leaving examination,die,
C2,nouns,Reinigungskraft,der Reinigungskraft,cleaning person,der,
C2,nouns,Richtigstellung,die Richtigstellung,rectification,die,
C2,nouns,Rückbesinnung,die Rückbesinnung,reversion,die,
C2,verbs,rühmen,rühmen,praise sb.,,
C2,nouns,Sakramenen,der Sakramenen,sacraments,der,
C2,nouns,Sammelsurium,das Sammelsurium,hotchpotch,das,
C2,nouns,Sanitätsdienst,der Sanitätsdienst,emergency medical service,der,
C2,nouns,Schadensbegrenzung,die Schadensbegrenzung,damage mitigation,die,
C2,nouns,Scheidungen,der Scheidungen,divorces,der,
C2,nouns,Schienenersatzverkehr,der Schienenersatzverkehr,rail replacement service,der,
C2,nouns,Schlemmer,der Schlemmer,gourmand,der,
C2,nouns,Schlichtheit,die Schlichtheit,rusticity,die,
C2,nouns,Schmerztherapie,die Schmerztherapie,pain management,die,
C2,nouns,Schmiergeld,der Schmiergeld,pay-off,der,
C2,nouns,Schnittlauch,der Schnittlauch,chives,der,
C2,nouns,Schnitzeljagd,der Schnitzeljagd,paper chase,der,
C2,nouns,Schnuller,der Schnuller,dummy,der,
C2,verbs,schockieren,schockieren,shock,,
C2,nouns,Schokoriegel,der Schokoriegel,chocolate bar,der,
C2,nouns,Schurk,der Schurk,bad guy,der,
C2,nouns,Schwimmunterrichen,das Schwimmunterrichen,swimming lessons,das,
C2,nouns,Schälch,der Schälch,small bowl,der,
C2,nouns,Segelschiff,der Segelschiff,sailing ship,der,
C2,nouns,Seifenblasen,der Seifenblasen,soap bubbles,der,
C2,nouns,Sicherheitstechnik,die Sicherheitstechnik,safety engineering,die,
C2,nouns,Sonderrechen,das Sonderrechen,special rights,das,
C2,nouns,Sprenger,der Sprenger,blaster,der,
C2,nouns,Spurwechsel,der Spurwechsel,change of lane,der,
C2,nouns,Stauraum,das Stauraum,storage space,das,
C2,nouns,Stellenanzeig,der Stellenanzeig,employment advertisement,der,
C2,nouns,Steroid,der Steroid,steroids,der,
C2,nouns,Steuersenkung,die Steuersenkung,tax reductions,die,
C2,nouns,Stewardess,der Stewardess,flight attendant,der,
C2,verbs,strapaziern,strapaziern,taken a lot out of,,
C2,nouns,Streitweren,der Streitweren,sum/amount/matter in dispute,der,
C2,nouns,Strohmann,der Strohmann,man of straw,der,
C2,nouns,Strähnen,der Strähnen,wisps,der,
C2,nouns,Subjektivität,die Subjektivität,subjectivity,die,
C2,nouns,Suchanfragen,der Suchanfragen,search queries,der,
C2,nouns,Tagelöhn,der Tagelöhn,day labourer,der,
C2,nouns,Taschenlampen,der Taschenlampen,electric torches,der,
C2,verbs,tauen,tauen,thaws,,
C2,nouns,Teilmenge,die Teilmenge,subset,die,
C2,nouns,Term,der Term,terms,der,
C2,nouns,Testlauf,der Testlauf,test run,der,
C2,adverbs,textlich,textlich,textually,,
C2,nouns,Thronfolge,die Thronfolge,succession to the throne,die,
C2,nouns,Tomatensosse,die Tomatensosse,tomato sauce,die,
C2,nouns,Torverhältnis,der Torverhältnis,goal difference,der,
C2,nouns,Transformationen,der Transformationen,transformations,der,
C2,adverbs,trostlos,trostlos,dismal,,
C2,nouns,Umerziehung,die Umerziehung,re-education,die,
C2,nouns,Umkleidekabinen,der Umkleidekabinen,fitting room,der,
C2,nouns,Umrechnung,die Umrechnung,conversion,die,
C2,nouns,Umweltschäd,der Umweltschäd,environmental damages,der,
C2,nouns,Unbefugen,der Unbefugen,unauthorized person,der,
C2,adverbs,unpolitisch,unpolitisch,unpolitical,,
C2,nouns,Unrechtsstaat,der Unrechtsstaat,state of lawlessness,der,
C2,nouns,Unterlassungserklärung,die Unterlassungserklärung,cease-and-desist undertaking,die,
C2,nouns,Untersuchungskommission,der Untersuchungskommission,commission of inquiry,der,
C2,adverbs,unvorsichtig,unvorsichtig,careless,,
C2,verbs,verdrücken,verdrücken,polished off,,
C2,nouns,Verflechtungen,der Verflechtungen,interrelations,der,
C2,verbs,verhärten,verhärten,hardened,,
C2,nouns,Verjüngung,die Verjüngung,rejuvenation,die,
C2,verbs,verkennt,verkennt,misjudges,,
C2,nouns,Verkostung,die Verkostung,degustation,die,
C2,verbs,verpfänden,verpfänden,pledged,,
C2,nouns,Verrechnung,die Verrechnung,billing,die,
C2,verbs,verrutschen,verrutschen,slipped,,
C2,nouns,Versuchungen,der Versuchungen,temptations,der,
C2,nouns,Verteidigungspolitik,die Verteidigungspolitik,defence policy,die,
C2,verbs,verworren,verworren,abstruse,,
C2,nouns,Verwüstungen,der Verwüstungen,devastations,der,
C2,verbs,verzieh,verzieh,excused,,
C2,adverbs,vollauf,vollauf,fully,,
C2,nouns,Vorboen,der Vorboen,forerunners,der,
C2,verbs,voreingenommen,voreingenommen,discriminatory,,
C2,nouns,Vorkasse,die Vorkasse,payment in advance,die,
C2,nouns,Vormonat,der Vormonat,previous month,der,
C2,nouns,Vorspreche,die Vorspreche,audition,die,
C2,nouns,Vortragsreihe,die Vortragsreihe,set of lectures,die,
C2,nouns,Vorwahlen,der Vorwahlen,preliminary elections,der,
C2,nouns,Vulva,der Vulva,vulva,der,
C2,nouns,Waldboden,der Waldboden,forest floor,der,
C2,nouns,Walküre,die Walküre,Valkyrie,die,
C2,nouns,Wegesrand,der Wegesrand,wayside,der,
C2,nouns,Weiterentwicklungen,der Weiterentwicklungen,further developments,der,
C2,nouns,Wertgegenständ,der Wertgegenständ,items of value,der,
C2,nouns,Wettbewerbsvorteil,der Wettbewerbsvorteil,advantage in competition,der,
C2,nouns,Wickel,der Wickel,compress,der,
C2,nouns,Wiedereingliederung,die Wiedereingliederung,reintegration,die,
C2,nouns,Windstärke,die Windstärke,wind force,die,
C2,nouns,Wirbelsturm,der Wirbelsturm,twister,der,
C2,nouns,Wracks,der Wracks,wrecks,der,
C2,nouns,Wunschzettel,der Wunschzettel,list of wishes,der,
C2,nouns,Zahnrad,der Zahnrad,toothed wheel,der,
C2,verbs,zappeln,zappeln,fidget,,
C2,nouns,Zeitraffer,der Zeitraffer,time lapse,der,
C2,nouns,Zeitverlust,der Zeitverlust,loss of time,der,
C2,nouns,Zerfiel,der Zerfiel,decomposed,der,
C2,adverbs,zierlich,zierlich,svelte,,
C2,nouns,Zinssätzen,der Zinssätzen,interest rates,der,
C2,nouns,Zobel,der Zobel,sable,der,
C2,nouns,Zugzwang,der Zugzwang,tight spot,der,
C2,verbs,zupfen,zupfen,cull wool,,
C2,verbs,zusammentun,zusammentun,joined forces,,
C2,nouns,Zuschauerraum,das Zuschauerraum,auditorium,das,
C2,verbs,abgedichten,abgedichten,sealed up,,
C2,adverbs,abgelegen,abgelegen,secluded,,
C2,verbs,abgespalen,abgespalen,split off,,
C2,verbs,abgestochen,abgestochen,contrasted with,,
C2,verbs,abgetaucht,abgetaucht,dived,,
C2,nouns,Abstufung,die Abstufung,nuance,die,
C2,nouns,Abtrage,die Abtrage,ablation,die,
C2,nouns,Abweisung,die Abweisung,refusal,die,
C2,nouns,Aktienmärkte,die Aktienmärkte,stock markets,die,
C2,nouns,Alkoholverbot,der Alkoholverbot,ban on alcohol,der,
C2,nouns,Alleinsein,der Alleinsein,being alone,der,
C2,nouns,Altbauen,der Altbauen,old buildings,der,
C2,nouns,Androiden,der Androiden,androids,der,
C2,verbs,anpflanzen,anpflanzen,planted,,
C2,nouns,Anmach,der Anmach,come-on,der,
C2,nouns,Anziehungspunken,der Anziehungspunken,cynosure,der,
C2,nouns,Anämie,die Anämie,anaemia,die,
C2,nouns,Appellen,der Appellen,appeals,der,
C2,nouns,Arbeitserlaubnis,der Arbeitserlaubnis,work permit,der,
C2,nouns,Arbeitskampf,der Arbeitskampf,labour dispute,der,
